"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
2635,85,5,0,10464,2,2,1,4,1,4,1,17,3,3,1,6,6,6,1980,1980,2,1,7,7,2,74,4,5,2,3,5,1,3,850,7,0,138,988,1,5,2,4,1102,0,0,1102,1,0,1,0,2,1,5,5,8,1,6,2,1980,3,2,582,5,6,3,140,22,0,0,0,0,3,5,2,0,6,2006,10,5
2636,60,5,81,10530,2,2,4,4,1,5,1,17,4,3,1,5,7,5,1978,1978,2,1,10,11,2,33,4,5,2,5,5,4,7,0,7,0,945,945,1,5,2,4,945,912,0,1857,0,0,2,1,4,1,5,8,8,1,6,2,1978,3,2,482,5,6,3,400,105,0,0,0,0,3,1,2,0,7,2006,10,5
2637,85,5,0,9927,2,2,1,4,1,5,1,17,3,3,1,6,7,5,1976,1976,2,1,12,16,4,156,3,5,2,1,5,2,3,1005,7,0,42,1047,1,5,2,4,1083,0,0,1083,1,0,1,0,2,1,5,5,8,1,2,2,1976,3,2,596,5,6,3,444,0,40,0,0,0,3,5,2,0,7,2006,10,5
2638,60,2,75,9512,2,2,1,4,1,5,1,21,7,3,1,5,7,5,2005,2006,2,1,12,14,3,1,3,5,3,3,5,4,1,788,7,0,172,960,1,1,2,4,960,1358,0,2318,1,0,2,1,3,1,3,8,8,1,1,4,2005,1,2,541,5,6,3,0,246,0,0,0,0,3,5,2,0,6,2006,7,6
2639,80,5,81,10530,2,2,4,4,1,5,1,17,3,3,1,7,6,6,1975,2000,2,1,10,11,2,153,4,5,2,5,1,4,1,548,7,0,127,675,1,5,2,4,1109,766,0,1875,0,0,3,0,3,1,3,8,8,1,6,2,1975,3,2,485,5,6,3,48,28,0,0,0,0,3,5,2,0,6,2006,10,5
2640,20,5,80,10000,2,2,4,4,1,5,1,17,3,3,1,3,6,6,1974,1974,2,1,7,11,2,105,4,5,2,5,5,4,1,755,7,0,348,1103,1,5,2,4,1103,0,0,1103,0,0,2,0,3,1,5,6,8,0,4,2,1974,4,2,462,5,6,3,295,84,0,0,0,0,3,2,2,0,6,2006,10,5
2641,20,5,60,7200,2,2,4,4,1,5,1,13,3,3,1,3,4,4,1971,1971,2,1,7,7,3,1,4,5,2,5,5,4,6,20,4,620,224,864,1,5,2,4,874,0,0,874,0,1,1,0,3,1,5,5,8,0,4,6,1995,4,2,576,5,6,3,63,0,0,0,0,0,3,5,2,0,3,2006,10,5
2642,120,4,26,8773,2,2,2,4,1,3,1,13,3,3,5,3,6,5,2002,2002,2,1,8,9,3,1,3,5,3,3,5,4,3,951,7,0,536,1487,1,1,2,4,1419,0,0,1419,1,0,2,0,2,1,3,4,8,0,4,2,2002,1,2,543,5,6,3,196,68,0,0,0,0,3,5,2,0,9,2006,10,5
2643,160,6,24,2760,2,2,4,4,1,5,1,3,3,3,5,5,6,5,1973,1973,2,1,7,7,2,257,4,5,2,5,5,4,7,0,7,0,525,525,1,5,2,4,525,567,0,1092,0,0,1,1,3,1,5,6,8,0,4,6,1973,4,2,440,5,6,3,0,0,0,0,0,0,3,5,2,0,12,2006,10,5
2644,160,6,24,2160,2,2,4,4,1,5,1,3,3,3,5,5,5,6,1973,1973,2,1,7,7,2,123,4,5,2,5,5,4,4,402,7,0,363,765,1,3,2,4,765,600,0,1365,0,0,1,1,3,1,3,7,3,1,2,2,1973,4,2,440,5,6,3,0,36,0,0,0,0,3,5,2,0,6,2006,10,5
2645,160,6,21,1890,2,2,4,4,1,5,1,3,3,3,4,5,6,7,1972,1972,2,1,7,7,2,217,4,5,2,5,5,4,1,282,7,0,212,494,1,1,2,4,494,536,0,1030,0,0,1,1,3,1,5,6,8,0,4,6,1973,4,1,264,5,6,3,0,0,0,0,0,0,3,5,2,0,7,2006,10,5
2646,160,6,21,1680,2,2,4,4,1,5,1,3,3,3,4,5,6,5,1972,1972,2,1,7,7,2,252,4,5,2,5,5,4,1,276,7,0,207,483,1,5,2,4,483,465,0,948,0,0,1,1,2,1,5,5,8,0,4,6,1972,4,1,264,5,6,3,0,0,0,0,0,0,3,5,2,0,7,2006,10,5
2647,160,6,21,1680,2,2,4,4,1,5,1,3,3,3,4,5,6,5,1972,1972,2,1,7,7,2,252,4,5,2,5,5,4,2,382,7,0,143,525,1,3,2,4,525,567,0,1092,0,0,1,1,3,1,5,6,8,0,4,6,1972,4,1,264,5,6,3,352,0,0,0,0,0,3,1,2,0,10,2006,10,5
2648,120,5,53,4043,2,2,4,4,1,5,1,15,3,3,5,3,6,5,1975,1975,2,1,10,11,3,1,4,5,2,3,5,4,1,727,2,156,186,1069,1,3,2,4,1069,0,0,1069,0,1,2,0,2,1,5,4,8,1,5,2,1975,3,2,440,5,6,3,0,55,0,0,225,0,3,5,2,0,7,2006,10,5
2649,20,5,65,7514,2,2,4,4,1,5,1,13,3,3,1,3,5,7,1967,1975,4,1,8,9,3,1,4,5,2,5,5,3,1,373,6,108,462,943,1,5,2,4,1387,0,0,1387,1,0,1,0,3,1,5,6,8,1,6,2,1974,3,1,300,5,6,3,0,0,240,0,0,0,3,5,2,0,9,2006,10,5
2650,120,5,24,2280,2,2,4,4,1,3,1,15,3,3,4,3,7,7,1976,1976,2,1,10,3,3,1,4,5,2,5,5,4,1,120,2,492,443,1055,1,5,2,4,1055,0,0,1055,1,0,2,0,2,1,5,4,8,0,4,2,1976,4,1,319,5,6,3,0,29,0,0,0,0,3,5,2,0,4,2006,10,5
2651,160,5,24,2179,2,2,4,4,1,5,1,15,3,3,4,5,6,5,1976,1976,2,1,10,3,3,1,4,5,2,3,5,4,1,70,7,0,785,855,1,3,2,4,855,601,0,1456,0,0,2,1,3,1,5,6,8,1,6,2,1976,3,2,460,5,6,3,0,28,0,0,0,0,3,5,2,0,7,2006,10,5
2652,60,5,72,16387,2,2,1,4,1,5,1,16,3,3,1,5,9,5,2006,2006,4,1,12,14,4,133,3,5,3,1,2,4,3,1369,7,0,369,1738,1,3,2,4,1738,851,0,2589,1,0,2,1,4,1,1,11,8,1,3,2,2006,3,3,831,5,6,3,0,0,0,0,0,0,3,5,2,0,8,2006,7,6
2653,20,5,110,16163,2,2,4,4,1,1,1,16,3,3,1,3,8,5,2004,2004,2,1,12,14,2,144,3,5,3,3,5,1,7,0,7,0,1618,1618,1,1,2,4,1618,0,0,1618,0,0,2,0,2,1,3,6,8,1,3,2,2004,1,3,880,5,6,3,0,0,0,0,0,0,3,5,2,0,7,2006,10,5
2654,20,5,108,12228,2,2,4,4,1,1,1,16,3,3,1,3,7,5,2006,2006,4,1,12,14,4,128,3,5,3,1,2,4,7,0,7,0,1721,1721,1,1,2,4,1740,0,0,1740,0,0,2,0,4,1,3,8,8,0,4,2,2006,3,3,874,5,6,3,0,43,0,0,0,0,3,5,2,0,9,2006,7,6
2655,20,5,120,14780,2,2,1,2,1,1,2,16,3,3,1,3,9,5,2005,2005,4,1,12,14,2,269,1,5,3,1,5,2,3,1505,7,0,363,1868,1,1,2,4,1868,0,0,1868,1,0,2,0,2,1,1,7,8,1,3,2,2005,1,3,1085,5,6,3,354,56,0,0,156,0,3,5,2,0,6,2006,10,5
2656,60,5,120,13975,2,2,1,4,1,1,1,16,3,3,1,5,9,5,2005,2006,4,1,12,14,2,262,3,5,3,3,5,1,7,0,7,0,1090,1090,1,1,2,4,1117,1089,0,2206,0,0,2,1,4,1,1,10,8,1,3,4,2005,1,3,670,5,6,3,148,95,0,0,0,0,3,5,2,0,8,2006,7,6
2657,60,5,82,9942,2,2,1,4,1,5,1,16,3,3,1,5,9,5,2005,2006,2,1,8,9,2,220,1,5,3,1,2,1,3,1290,7,0,316,1606,1,1,2,4,1625,466,0,2091,1,0,2,1,3,1,1,8,8,1,3,2,2005,3,2,521,5,6,3,194,84,0,0,0,0,3,5,2,0,5,2006,7,6
2658,60,5,103,12867,2,2,1,4,1,1,1,16,3,3,1,5,8,5,2005,2006,2,1,6,6,3,1,3,5,3,1,5,1,7,0,7,0,1209,1209,1,1,2,4,1209,1044,0,2253,0,0,2,1,3,1,1,8,8,1,3,2,2005,1,2,575,5,6,3,243,142,0,0,0,0,3,5,2,0,7,2006,7,6
2659,60,5,82,10672,2,2,1,4,1,5,1,16,3,3,1,5,8,5,2006,2006,2,1,12,14,3,1,3,5,3,1,5,2,7,0,7,0,1054,1054,1,3,2,4,1054,1335,0,2389,0,0,2,1,4,1,3,10,8,1,3,4,2006,1,3,672,5,6,3,176,64,0,0,0,0,3,5,2,0,11,2006,7,6
2660,60,5,82,11643,2,2,1,4,1,5,1,16,3,3,1,5,8,5,2005,2006,4,1,8,9,2,82,3,5,3,1,5,1,3,880,7,0,644,1524,1,1,2,4,1544,814,0,2358,1,0,2,1,4,1,1,10,8,1,3,4,2005,1,3,784,5,6,3,120,34,0,0,0,0,3,5,2,0,8,2006,7,6
2661,20,5,121,13758,2,2,1,4,1,5,1,16,3,3,1,3,9,5,2005,2006,2,1,12,14,2,233,1,5,3,1,5,2,3,1232,7,0,560,1792,1,1,2,4,1792,0,0,1792,1,0,2,0,2,1,3,6,8,1,3,2,2005,3,3,925,5,6,3,204,49,0,0,0,0,3,5,2,0,3,2006,7,6
2662,20,5,131,14828,2,2,1,4,1,1,1,16,3,3,1,3,9,5,2004,2005,4,1,8,9,2,281,1,5,3,1,5,2,3,1383,7,0,397,1780,1,1,2,4,1780,0,0,1780,1,0,2,0,2,1,1,7,8,1,3,2,2004,1,3,816,5,6,3,144,68,0,0,0,0,3,5,2,0,8,2006,10,5
2663,60,5,0,13215,2,2,1,4,1,1,1,16,3,3,1,5,8,5,2004,2004,2,1,12,14,2,60,3,5,3,3,5,4,3,994,7,0,426,1420,1,1,2,4,1426,488,0,1914,1,0,2,1,3,1,3,9,8,1,6,4,2004,3,3,746,5,6,3,168,127,0,0,0,0,3,5,2,0,2,2006,10,5
2664,120,5,48,5911,2,2,4,4,1,5,1,16,3,3,5,3,9,5,2005,2005,4,1,8,9,2,172,1,5,3,1,5,4,3,472,7,0,1088,1560,1,1,2,4,1565,0,0,1565,1,0,2,0,2,1,1,6,8,1,3,2,2005,3,2,556,5,6,3,196,56,0,0,0,0,3,5,2,0,3,2006,10,5
2665,20,5,61,7740,2,2,4,4,1,5,1,16,3,3,5,3,9,5,2006,2006,4,1,8,9,2,259,3,5,3,1,2,4,3,1023,7,0,663,1686,1,1,2,4,1686,0,0,1686,1,0,2,0,1,1,1,6,8,1,3,2,2006,1,3,899,5,6,3,266,100,0,0,0,0,3,5,2,0,6,2006,7,6
2666,120,5,48,6373,2,2,4,4,1,5,1,16,3,3,5,3,9,5,2006,2006,4,1,8,9,2,270,1,5,3,1,2,4,3,415,7,0,1251,1666,1,1,2,4,1666,0,0,1666,1,0,2,0,2,1,3,6,8,1,3,2,2006,3,2,575,5,6,3,228,75,0,0,0,0,3,5,2,0,6,2006,7,6
2667,60,5,65,10237,2,2,4,4,1,5,1,9,7,3,1,5,6,5,2005,2006,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,728,728,1,1,2,4,728,728,0,1456,0,0,2,1,3,1,3,8,8,1,3,2,2005,1,2,390,5,6,3,0,24,0,0,0,0,3,5,2,0,2,2006,7,6
2668,60,5,65,10237,2,2,4,4,1,5,1,9,7,3,1,5,7,5,2006,2006,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,738,738,1,1,2,4,738,754,0,1492,0,0,2,1,3,1,3,8,8,0,4,2,2006,1,2,440,5,6,3,0,32,0,0,0,0,3,5,2,0,9,2006,7,6
2669,20,5,102,11660,2,2,1,4,1,5,1,9,3,3,1,3,6,5,2006,2006,2,1,12,14,3,1,3,5,3,3,5,1,7,0,7,0,1326,1326,1,1,2,4,1326,0,0,1326,0,0,2,0,3,1,3,6,8,0,4,2,2006,1,2,427,5,6,3,100,0,0,0,0,0,3,5,2,0,7,2006,7,6
2670,60,5,96,11631,2,2,1,4,1,1,1,9,3,3,1,5,8,5,2004,2005,2,1,12,14,2,147,3,5,3,3,5,1,7,0,7,0,1052,1052,1,1,2,4,1052,1321,0,2373,0,0,2,1,4,1,3,9,8,1,3,4,2004,1,3,632,5,6,3,120,46,0,0,0,0,3,5,2,0,6,2006,7,6
2671,60,5,75,9073,2,2,1,4,1,5,1,9,3,3,1,5,7,5,2006,2006,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,738,738,1,1,2,4,738,754,0,1492,0,0,2,1,3,1,3,8,8,0,4,2,2006,1,2,440,5,6,3,100,32,0,0,0,0,3,5,2,0,10,2006,7,6
2672,120,5,43,3087,2,2,4,4,1,5,1,1,3,3,5,3,7,5,2006,2006,2,1,12,14,2,4,3,5,3,3,5,1,3,453,7,0,767,1220,1,1,2,4,1364,0,0,1364,1,0,2,0,2,1,3,6,8,1,3,2,2006,1,2,437,5,6,3,100,16,0,0,0,0,3,5,2,0,11,2006,7,6
2673,120,5,0,2938,2,2,4,4,1,5,1,1,3,3,5,3,7,5,2002,2002,2,1,12,14,2,17,3,5,3,3,5,1,3,1038,7,0,330,1368,1,1,2,4,1511,0,0,1511,1,0,2,0,2,1,3,5,8,1,6,2,2002,1,2,398,5,6,3,130,30,0,0,0,0,3,5,2,0,5,2006,10,5
2674,120,6,0,3072,2,2,4,4,1,5,1,1,3,3,5,3,7,5,2004,2004,4,1,12,14,2,6,3,5,3,3,5,4,3,1059,7,0,306,1365,1,1,2,4,1548,0,0,1548,1,0,2,0,2,1,3,7,8,1,6,2,2004,1,2,388,5,6,3,143,20,0,0,0,0,3,5,2,0,9,2006,10,5
2675,120,5,43,3010,2,2,4,4,1,5,1,1,3,3,5,3,7,5,2005,2006,2,1,12,14,2,4,3,5,3,3,5,2,3,16,7,0,1126,1142,1,1,2,4,1142,0,0,1142,0,0,2,0,2,1,3,6,8,0,4,2,2005,1,2,440,5,6,3,90,0,0,0,0,0,3,5,2,0,6,2006,7,6
2676,60,5,59,9171,2,2,1,4,1,5,1,9,3,3,1,5,7,5,2004,2005,2,1,12,14,3,1,3,5,3,3,5,1,7,0,7,0,848,848,1,1,2,4,848,750,0,1598,0,0,2,1,3,1,3,7,8,1,3,2,2004,1,2,433,5,6,3,100,48,0,0,0,0,3,5,2,0,7,2006,10,5
2677,60,5,0,8658,2,2,1,4,1,5,1,9,3,3,1,5,6,5,2000,2000,2,1,12,14,3,1,4,5,3,3,5,4,1,732,7,0,250,982,1,1,2,4,1008,881,0,1889,0,0,2,1,3,1,5,9,8,1,6,2,2000,1,2,431,5,6,3,0,0,0,0,0,0,3,5,2,0,4,2006,10,5
2678,60,5,0,12104,2,2,1,4,1,4,1,9,3,3,1,5,7,5,2006,2006,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,1035,1035,1,3,2,4,1082,1240,0,2322,0,0,3,1,4,1,3,8,8,0,4,2,2006,3,3,617,5,6,3,400,45,0,0,0,0,3,5,2,0,8,2006,7,6
2679,60,5,84,9660,2,2,1,4,1,5,1,14,3,3,1,5,8,5,1998,1998,2,1,12,14,2,150,3,5,3,3,5,4,3,791,7,0,253,1044,1,1,2,4,1079,897,0,1976,1,0,2,1,3,1,3,7,8,1,1,2,1998,1,3,885,5,6,3,210,31,0,0,0,0,3,5,2,0,2,2006,10,5
2680,60,5,83,9545,2,2,4,4,1,1,1,14,3,3,1,5,8,5,2000,2000,2,1,12,14,2,197,3,5,3,3,5,3,3,505,7,0,655,1160,1,1,2,4,1205,1029,0,2234,1,0,2,1,3,1,3,7,8,1,6,4,2000,3,3,768,5,6,3,0,50,0,0,0,0,3,5,2,0,6,2006,10,5
2681,60,5,0,9233,2,2,1,4,1,5,1,14,3,3,1,5,9,5,2000,2000,2,1,12,14,2,293,3,5,3,1,5,1,3,1182,7,0,358,1540,1,1,2,4,1540,1315,0,2855,1,0,2,1,4,1,1,9,8,1,6,2,2000,3,3,774,5,6,3,247,55,0,0,0,0,3,5,2,0,3,2006,10,5
2682,60,5,83,10019,2,2,1,4,1,5,1,14,3,3,1,5,8,5,1995,1995,4,1,12,14,2,222,3,5,3,3,5,4,1,527,7,0,815,1342,1,1,2,4,1358,1368,0,2726,0,0,2,1,4,1,3,9,8,1,1,2,1995,3,3,725,5,6,3,307,169,168,0,0,0,3,5,2,0,6,2006,10,5
2683,60,5,114,17242,2,2,1,4,1,5,1,14,3,3,1,5,9,5,1993,1994,4,1,8,9,2,290,3,3,3,1,5,2,6,292,3,1393,48,1733,1,1,2,4,1933,1567,0,3500,1,0,3,1,4,1,1,11,8,1,6,2,1993,3,3,959,5,6,3,870,86,0,0,210,0,3,5,2,0,5,2006,10,5
2684,60,5,0,10236,2,2,1,4,1,5,1,14,3,3,1,5,8,5,1994,1995,2,1,12,14,2,250,3,5,3,3,5,2,3,380,2,168,742,1290,1,1,2,4,1305,1189,0,2494,1,0,2,1,4,1,3,9,8,1,6,2,1994,1,3,803,5,6,3,200,95,0,0,0,0,3,1,2,0,6,2006,10,5
2685,60,5,0,12585,2,2,1,4,1,5,1,14,3,3,1,5,8,5,1993,1993,2,1,7,8,2,229,3,5,3,3,5,4,4,247,3,1039,0,1286,1,1,2,4,1565,1234,0,2799,1,0,2,1,3,1,3,8,8,1,6,2,1993,1,3,704,5,6,3,432,136,0,0,0,0,3,5,2,0,10,2006,10,5
2686,60,5,75,12447,2,2,1,4,1,5,1,21,7,3,1,5,8,5,2005,2006,2,1,6,6,4,117,3,5,3,3,2,4,7,0,7,0,1100,1100,1,1,2,4,1116,848,0,1964,0,0,2,1,3,1,3,8,8,1,3,4,2005,1,2,760,5,6,3,200,70,0,0,0,0,3,5,2,0,1,2006,7,6
2687,20,5,49,15218,2,2,1,4,1,2,1,21,7,3,1,3,8,5,2006,2006,2,1,12,14,3,1,3,5,3,1,2,4,3,1562,7,0,108,1670,1,1,2,4,1670,0,0,1670,1,0,2,1,2,1,3,6,8,1,3,2,2006,3,3,928,5,6,3,0,240,200,0,0,0,3,5,2,0,9,2006,7,6
2688,20,5,85,10936,2,2,4,4,1,1,1,21,2,3,1,3,8,5,2006,2006,2,1,12,14,2,29,3,5,3,3,5,4,7,0,7,0,1504,1504,1,1,2,4,1504,0,0,1504,0,0,2,0,3,1,3,7,8,0,4,2,2006,1,2,510,5,6,3,144,0,0,0,0,0,3,5,2,0,9,2006,7,6
2689,20,2,72,8640,2,2,4,4,1,5,1,21,3,3,1,3,8,5,2006,2006,2,1,12,14,3,1,3,5,3,3,5,4,3,24,7,0,1254,1278,1,1,2,4,1278,0,0,1278,0,0,2,0,2,1,3,5,8,0,4,2,2006,3,2,584,5,6,3,0,60,0,0,0,0,3,5,2,0,10,2006,7,6
2690,60,2,100,13162,2,2,4,4,1,1,1,21,2,3,1,5,9,5,2006,2006,2,1,12,14,3,1,3,5,3,1,5,4,3,1836,7,0,200,2036,1,1,2,4,2036,604,0,2640,1,0,3,1,3,1,1,11,8,1,3,2,2006,3,3,792,5,6,3,0,265,0,0,0,0,3,5,2,0,11,2006,7,6
2691,60,2,65,8125,2,2,4,4,1,5,1,21,3,3,1,5,6,5,2005,2005,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,858,858,1,1,2,4,858,858,0,1716,0,0,2,1,3,1,3,7,8,0,4,2,2005,3,2,615,5,6,3,0,53,0,0,0,0,3,5,2,0,2,2006,10,5
2692,20,5,74,7733,2,2,1,4,1,5,1,20,3,3,1,3,6,5,2005,2005,2,1,12,14,3,1,4,5,3,5,5,3,3,24,7,0,1118,1142,1,1,2,4,1142,0,0,1142,0,0,1,1,3,1,3,5,8,0,4,7,0,2,0,0,3,4,3,4,50,0,0,0,0,3,5,2,0,1,2006,10,5
2693,20,5,91,11024,2,2,1,4,1,1,1,20,3,3,1,3,7,5,2005,2006,2,1,12,14,2,64,3,5,3,3,5,1,7,0,7,0,1400,1400,1,1,2,4,1400,0,0,1400,0,0,2,0,3,1,3,6,8,0,4,2,2005,3,2,612,5,6,3,144,55,0,0,0,0,3,5,2,0,10,2006,7,6
2694,20,5,63,13072,2,2,4,4,1,5,1,20,6,3,1,3,6,5,2005,2006,2,1,12,14,3,1,4,5,3,3,5,4,7,0,7,0,1131,1131,1,1,2,4,1131,0,0,1131,0,0,1,1,3,1,3,6,8,0,4,7,0,2,0,0,3,4,3,0,39,0,0,0,0,3,5,2,0,3,2006,7,6
2695,60,5,65,7800,2,2,4,4,1,5,1,20,3,3,1,5,7,5,2005,2005,2,1,12,14,2,103,3,5,3,3,5,4,7,0,7,0,891,891,1,1,2,4,891,795,0,1686,0,0,2,1,3,1,3,8,8,0,4,2,2005,1,2,462,5,6,3,144,101,0,0,0,0,3,5,2,0,4,2006,10,5
2696,60,5,74,7632,2,2,1,4,1,5,1,20,3,3,1,5,7,5,2005,2005,2,1,12,14,2,51,3,5,3,3,5,4,7,0,7,0,784,784,1,1,2,4,831,754,0,1585,0,0,2,1,3,1,3,7,8,0,4,2,2005,3,2,449,5,6,3,100,77,0,0,0,0,3,5,2,0,3,2006,10,5
2697,60,5,70,8304,2,2,1,4,1,5,1,20,3,3,1,5,6,5,1997,1998,2,1,12,14,3,1,4,5,3,3,5,4,7,0,7,0,941,941,1,1,2,4,941,896,0,1837,0,0,2,1,3,1,5,7,8,0,4,2,1997,3,2,688,5,6,3,150,165,0,0,0,0,3,1,2,0,7,2006,10,5
2698,60,5,70,9370,2,2,2,4,1,5,1,20,3,3,1,5,6,5,1992,1993,2,1,7,7,3,1,3,5,3,3,5,4,1,758,7,0,78,836,1,1,2,4,844,887,0,1731,1,0,2,1,3,1,3,7,8,0,4,2,1992,3,2,462,5,6,3,307,85,0,0,224,0,3,5,3,3000,10,2006,10,4
2699,120,5,50,7175,2,2,4,4,1,5,1,20,3,3,5,3,6,5,1990,1991,2,1,10,11,3,1,3,5,3,3,5,4,3,904,7,0,494,1398,1,3,2,4,1398,0,0,1398,1,0,2,0,2,1,3,5,8,0,4,2,1990,3,2,542,5,6,3,0,46,0,0,0,0,3,3,2,0,7,2006,10,5
2700,120,5,50,7175,2,2,4,4,1,5,1,20,3,3,5,3,6,5,1991,1991,2,1,10,11,3,1,3,5,3,3,5,4,3,278,7,0,939,1217,1,3,2,4,1217,0,0,1217,0,0,2,0,2,1,3,5,8,0,4,2,1991,3,2,484,5,6,3,0,64,0,0,0,0,3,5,2,0,6,2006,10,5
2701,60,5,0,9019,2,2,1,4,1,5,1,20,6,3,1,5,6,5,1994,1994,2,1,12,14,3,1,4,5,3,3,5,4,1,274,7,0,362,636,1,1,2,4,636,684,0,1320,0,0,2,1,3,1,3,6,8,0,4,2,1994,1,2,472,5,6,3,0,40,0,0,0,0,3,5,2,0,7,2006,10,5
2702,20,5,70,9100,2,2,4,4,1,5,1,19,6,3,1,3,5,4,1962,1962,4,1,13,15,2,23,4,5,2,5,5,4,4,36,7,0,952,988,1,1,2,4,988,0,0,988,1,0,1,0,3,1,5,6,8,0,4,6,1977,4,2,624,5,6,3,0,0,0,0,0,0,3,5,2,0,7,2006,10,5
2703,90,6,68,8927,2,2,4,4,1,5,1,19,6,3,3,1,6,6,1977,1977,2,1,12,14,3,1,4,3,2,4,3,5,5,0,5,0,0,0,1,5,2,4,1286,368,0,1654,0,0,2,0,4,2,5,10,8,0,4,2,1977,3,2,528,5,6,3,0,0,0,0,0,0,3,5,2,0,8,2006,10,5
2704,20,5,0,9240,2,2,1,4,1,5,1,19,3,3,1,3,5,6,1962,2002,4,1,7,7,3,1,4,5,2,5,5,4,2,612,7,0,252,864,1,3,2,4,1211,0,0,1211,0,0,1,0,2,1,5,6,3,1,6,6,1972,4,2,576,5,6,3,161,0,0,0,0,0,3,3,2,0,3,2006,10,5
2705,20,5,0,9308,2,2,1,4,1,2,1,19,8,3,1,3,5,5,1965,1965,2,1,7,7,3,1,4,5,2,5,5,4,6,554,7,0,430,984,1,5,2,4,984,0,0,984,0,0,1,0,3,1,5,5,8,0,4,2,1965,4,1,310,5,6,3,0,0,0,0,0,0,3,3,2,0,7,2006,10,5
2706,20,5,65,8450,2,2,4,4,1,5,1,19,6,3,1,3,5,6,1968,1968,2,1,10,11,2,47,4,5,2,5,5,4,2,162,6,270,450,882,1,5,2,4,909,0,0,909,0,0,1,0,3,1,5,5,8,0,4,2,1968,4,1,294,5,6,3,0,155,0,0,0,0,3,3,2,0,11,2006,1,5
2707,20,5,0,8638,2,2,1,4,1,5,1,19,6,3,1,3,5,6,1963,1963,2,1,7,7,3,1,4,5,3,5,5,4,1,181,7,0,744,925,1,3,2,4,925,0,0,925,1,0,1,0,2,1,5,5,8,0,4,6,1990,4,2,484,5,6,3,203,74,0,0,0,0,3,5,2,0,10,2006,10,5
2708,20,5,0,13052,2,2,1,4,1,2,1,19,3,3,1,3,5,6,1965,1965,2,1,7,7,3,1,4,5,2,5,5,4,6,712,7,0,312,1024,1,5,2,4,1024,0,0,1024,0,0,1,1,3,1,5,5,8,0,4,2,1965,4,1,308,5,6,3,0,0,0,0,0,0,3,3,2,0,1,2006,10,5
2709,20,5,0,8020,2,2,1,4,1,5,1,19,3,3,1,3,5,6,1964,1964,2,1,7,7,3,1,4,5,2,5,5,4,1,644,7,0,268,912,1,5,1,4,912,0,0,912,0,0,1,0,3,1,5,6,8,0,4,7,0,2,0,0,3,4,3,0,0,0,0,0,0,3,2,2,0,4,2006,10,5
2710,20,5,0,8789,2,2,1,4,1,5,1,19,3,3,1,3,5,6,1967,1967,2,1,12,14,3,1,4,5,2,5,5,3,6,659,7,0,253,912,1,5,2,4,941,0,0,941,0,0,1,0,3,1,5,6,8,1,5,2,1967,4,1,288,5,6,3,64,0,0,0,0,0,3,5,2,0,6,2006,10,5
2711,80,5,100,14330,2,2,1,3,1,1,1,25,3,3,1,7,7,4,1974,1974,2,1,14,15,2,85,3,2,2,3,5,2,1,1023,2,497,228,1748,1,3,2,4,2151,495,0,2646,1,2,2,0,3,1,3,9,5,4,6,2,1974,3,2,550,5,6,3,641,100,0,0,0,800,2,1,2,0,1,2006,10,5
2712,60,5,105,11025,2,2,4,2,1,5,2,14,3,3,1,5,8,5,1992,1993,2,1,7,8,2,283,3,5,3,1,5,2,3,1118,7,0,216,1334,1,1,2,4,1520,1306,0,2826,1,0,2,1,3,1,3,9,8,3,6,2,1992,3,3,888,5,6,3,177,208,186,0,0,0,3,5,2,0,10,2006,10,5
2713,120,2,34,3628,2,3,4,4,1,5,1,21,3,3,5,3,7,5,2004,2004,2,1,8,9,3,1,3,5,3,3,5,4,7,0,7,0,1143,1143,1,1,2,4,1143,0,0,1143,0,0,1,1,1,1,3,5,8,1,3,2,2004,3,2,588,5,6,3,0,191,0,0,0,0,3,5,2,0,5,2006,10,5
