"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1122,20,4,84,10084,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,2,129,3,5,3,3,5,1,3,7,1552,2,1,2,6,1552,0,0,2,0,3,1,3,7,7,0,4,2,2005,3,3,782,6,6,3,144,20,0,0,0,0,4,5,2,0,7,2006,7,6,212900
1123,20,4,0,8926,2,2,1,4,1,1,1,8,3,3,1,3,4,3,1956,1956,2,2,1,1,3,1,4,5,2,5,5,4,7,7,672,2,1,2,1,960,0,0,1,0,3,1,4,5,7,0,4,3,1956,4,1,288,6,6,3,64,0,0,0,160,0,4,3,2,0,10,2009,1,1,112000
1124,20,4,50,9405,2,2,4,4,1,5,1,8,3,3,1,3,5,9,1947,2008,4,2,13,14,3,1,4,1,2,5,5,4,7,7,698,2,1,2,6,698,0,1,1,0,2,1,4,4,7,0,4,7,0,2,0,0,4,4,3,0,200,0,0,0,0,4,5,2,0,6,2009,9,5,118000
1125,80,4,0,9125,2,2,1,4,1,5,1,9,3,3,1,8,7,5,1992,1992,2,2,7,7,2,113,4,5,3,3,5,4,7,7,384,2,3,2,6,1482,0,0,2,1,3,1,3,7,7,1,6,2,1992,1,2,392,6,6,3,100,25,0,0,0,0,4,5,2,0,7,2007,9,5,163900
1126,20,4,60,10434,2,2,4,4,1,5,1,13,3,3,1,3,4,5,1955,1955,2,2,10,11,3,1,4,5,2,5,5,4,7,7,1005,2,5,2,6,1005,0,0,1,0,2,1,2,5,7,1,6,6,1977,4,2,672,2,2,3,0,0,0,0,0,0,4,5,2,0,11,2009,9,5,115000
1127,120,4,53,3684,2,2,4,4,1,5,1,1,3,3,5,3,7,5,2007,2007,4,2,13,14,2,81,3,5,3,3,5,4,7,7,1373,2,1,2,6,1555,0,0,2,0,2,1,3,7,7,1,6,2,2007,1,3,660,6,6,3,143,20,0,0,0,0,4,5,2,0,6,2009,9,5,174000
1128,20,4,182,14572,2,2,3,4,1,1,1,9,3,3,1,3,7,5,2004,2004,4,2,13,14,3,1,3,5,3,3,5,1,3,7,1530,2,1,2,6,1530,1,0,2,0,3,1,3,7,7,1,3,2,2004,1,3,630,6,6,3,144,36,0,0,0,0,4,5,2,0,11,2007,9,4,259000
1129,60,4,59,11796,2,2,1,4,1,5,1,9,3,3,1,6,7,5,2004,2005,2,2,13,14,3,1,3,5,3,3,5,1,7,7,847,2,1,2,6,1959,0,0,2,1,4,1,3,8,7,1,3,4,2004,1,2,434,6,6,3,100,48,0,0,0,0,4,5,2,0,7,2007,9,5,215000
1130,90,5,60,7200,2,1,4,4,1,5,1,18,3,3,3,7,5,5,1980,1980,2,2,9,9,2,120,4,5,2,3,5,2,3,7,936,2,5,2,6,936,1,0,1,0,2,1,4,4,7,0,4,6,1980,4,2,672,6,6,3,49,0,0,0,0,0,4,5,2,0,8,2007,9,5,140000
1131,50,4,65,7804,2,2,4,4,1,5,1,23,3,3,1,1,4,3,1928,1950,2,2,15,11,3,1,4,5,1,5,5,4,2,7,1122,2,5,2,6,1981,1,0,2,0,4,1,3,7,4,2,6,6,1981,4,2,576,6,6,3,431,44,0,0,0,0,4,3,2,0,12,2009,9,5,135000
1132,20,4,63,10712,2,2,4,4,1,5,1,12,3,3,1,3,5,5,1991,1992,2,2,7,7,3,1,4,5,3,3,5,3,2,7,974,2,5,2,6,974,0,0,1,0,3,1,4,5,7,0,4,7,0,2,0,0,4,4,3,0,28,0,0,0,0,4,3,2,0,9,2007,8,1,93500
1133,70,5,90,9900,2,2,4,4,1,5,1,18,3,3,1,6,6,4,1880,1950,2,2,14,15,3,1,4,5,1,5,5,3,7,7,1008,3,5,2,6,2210,0,0,2,0,5,1,2,8,7,0,4,6,1930,4,1,205,2,6,1,0,48,0,0,0,0,4,5,2,0,5,2007,9,5,117500
1134,60,4,80,9828,2,2,1,4,1,5,1,20,3,3,1,6,8,5,1995,1995,2,2,13,14,3,1,3,5,3,3,5,4,3,7,1128,2,1,2,6,2020,0,0,2,1,3,1,3,8,7,1,6,2,1995,3,2,466,6,6,3,0,155,0,0,0,0,4,5,2,0,6,2009,9,5,239500
1135,60,4,57,8773,2,2,1,2,1,5,1,9,3,3,1,6,6,5,1997,1997,2,2,13,14,3,1,4,5,3,3,5,1,7,7,916,2,3,2,6,1600,0,0,2,1,3,1,4,7,7,1,6,2,1997,1,2,460,6,6,3,100,38,0,0,0,0,4,5,2,0,8,2007,9,5,169000
1136,30,5,60,6180,2,2,4,4,1,1,1,4,3,3,1,3,6,5,1926,1950,2,2,14,15,3,1,4,5,1,5,5,4,7,7,960,2,5,1,6,986,0,0,1,0,2,1,4,5,7,1,3,6,1926,4,1,180,6,6,3,0,128,0,0,0,0,4,5,2,0,5,2007,9,5,102000
1137,50,4,80,9600,2,2,4,4,1,5,1,13,3,3,1,1,6,5,1950,1950,2,2,13,14,3,1,4,5,2,5,5,4,2,7,1032,2,5,2,1,1252,0,0,1,0,3,1,4,6,7,0,4,2,1950,4,1,288,6,6,3,0,0,96,0,0,0,4,5,2,0,4,2008,9,1,119000
1138,50,4,54,6342,2,2,4,4,1,5,1,19,2,3,1,1,5,8,1875,1996,2,2,13,14,3,1,4,3,2,5,5,4,7,7,780,2,3,1,6,1020,0,0,1,0,2,1,4,6,7,0,4,7,0,2,0,0,4,4,1,0,0,176,0,0,0,4,5,2,0,5,2010,9,5,94000
1139,20,4,0,9819,2,2,1,4,1,5,2,12,3,3,1,3,6,5,1977,1977,2,2,10,8,3,1,4,5,3,5,5,2,1,7,1567,2,5,2,6,1567,1,0,2,0,2,1,3,5,7,2,6,2,1977,3,2,714,6,6,3,264,32,0,0,0,0,4,5,2,0,5,2009,9,5,196000
1140,30,4,98,8731,2,2,1,4,1,5,1,4,3,3,1,3,5,5,1920,1950,2,2,12,13,3,1,4,2,1,5,5,4,2,7,915,2,5,2,6,1167,0,0,1,0,3,1,4,6,1,1,3,6,1972,4,2,495,6,6,3,0,0,216,0,126,0,4,5,2,0,5,2007,9,5,144000
1141,20,4,60,7350,2,2,4,4,1,1,1,13,3,3,1,3,5,7,1951,1951,2,2,7,7,3,1,4,5,2,5,5,3,1,7,952,2,5,2,6,952,1,0,1,0,2,1,4,4,7,0,4,6,1988,4,2,840,6,6,3,0,0,0,0,0,0,4,5,2,0,6,2008,1,1,139000
1142,60,4,0,10304,2,2,1,4,1,2,1,17,5,3,1,6,5,7,1976,1976,2,2,10,11,2,20,4,3,2,5,5,4,1,7,780,2,1,2,6,1868,1,0,2,1,4,1,3,9,7,1,6,2,1976,4,2,484,6,6,3,448,96,0,0,0,0,4,5,2,0,10,2009,9,5,197500
1143,60,4,77,9965,2,2,4,4,1,5,1,6,3,3,1,6,8,5,2006,2007,4,2,13,14,4,218,3,5,3,1,5,2,3,7,1466,2,1,2,6,2828,1,0,3,0,4,1,3,11,7,1,6,4,2006,3,3,1052,6,6,3,125,144,0,0,0,0,4,5,2,0,4,2007,7,6,424870
1144,20,4,0,9000,2,2,4,4,1,5,1,19,3,3,1,3,5,3,1959,1959,2,2,14,11,3,1,4,5,2,5,5,4,3,7,1006,2,5,2,6,1006,0,0,1,0,3,1,4,5,7,0,4,7,0,2,0,0,4,4,3,0,24,0,0,0,0,4,5,2,0,7,2008,9,5,80000
1145,190,4,60,12180,2,2,4,4,1,5,1,8,3,3,2,1,4,4,1941,1950,2,2,9,9,3,1,4,2,1,3,5,4,2,7,672,4,2,1,1,924,1,0,1,0,2,1,2,5,7,0,4,6,1941,4,1,280,6,6,3,0,0,0,0,0,0,4,3,2,0,7,2010,9,5,80000
1146,50,5,52,6240,2,2,4,4,1,5,1,4,3,3,1,1,5,6,1928,1950,2,2,9,9,3,1,4,5,1,5,5,4,7,7,1042,2,1,2,6,1576,0,0,1,0,3,1,4,8,7,1,3,6,1928,4,1,225,6,6,3,0,0,0,0,0,0,4,5,2,0,8,2006,9,4,149000
1147,20,4,0,11200,2,2,4,4,1,5,1,20,3,3,1,3,6,5,1985,1985,2,2,14,16,2,46,3,5,2,3,5,4,3,7,1298,2,5,2,6,1298,1,0,2,0,3,1,3,5,7,1,6,2,1985,4,2,403,6,6,3,165,26,0,0,0,0,4,5,2,0,5,2006,9,5,180000
1148,70,4,75,12000,2,2,4,1,1,5,1,7,3,3,1,6,7,7,1941,1950,2,2,9,9,3,1,4,5,2,5,5,4,6,7,704,2,1,2,6,1564,0,0,1,1,3,1,2,7,7,1,3,2,1941,4,1,234,6,6,3,0,0,0,0,0,0,4,5,2,0,7,2009,9,5,174500
1149,50,5,0,5700,2,2,4,4,1,5,1,18,3,3,1,1,7,7,1926,1950,2,2,14,15,3,1,4,5,3,5,5,4,7,7,572,2,5,2,6,1111,0,0,1,0,2,1,4,5,7,1,3,6,1982,4,1,288,6,6,3,0,0,176,0,0,0,4,5,2,0,8,2008,9,5,116900
1150,70,5,50,9000,2,2,4,4,1,5,1,18,1,3,1,6,7,9,1920,1988,4,2,13,14,3,1,4,3,3,5,5,4,1,7,650,2,1,2,6,1482,0,1,1,0,3,1,4,7,7,0,4,6,1930,4,2,324,6,6,3,0,0,0,0,0,0,4,5,2,0,7,2009,9,5,143000
1151,20,4,57,8280,2,2,1,4,1,5,1,13,3,3,1,3,6,5,1950,1950,2,2,4,4,3,1,4,5,2,5,5,4,7,7,932,2,1,2,1,932,0,0,1,0,2,1,3,4,7,1,3,2,1950,4,1,306,6,6,3,0,0,214,0,0,0,4,1,2,0,11,2007,9,5,124000
1152,20,4,134,17755,2,2,4,4,1,5,1,8,3,3,1,3,5,4,1959,1959,2,2,7,11,2,82,4,5,2,5,5,4,2,7,1466,2,5,2,6,1466,0,0,1,1,3,1,2,6,7,2,3,2,1959,1,2,528,6,6,3,0,140,0,0,100,0,4,5,2,0,11,2006,9,5,149900
1153,20,4,90,14115,2,2,1,4,1,5,1,7,3,3,1,3,6,7,1956,2004,2,2,11,12,3,1,4,5,3,5,5,4,1,3,1073,2,1,2,6,1811,0,0,1,0,2,1,1,6,7,1,3,2,1956,1,2,470,6,6,3,0,0,280,0,0,0,4,5,2,0,7,2006,9,1,230000
1154,30,5,0,5890,2,2,4,4,1,1,1,10,3,3,1,3,6,8,1930,2007,2,2,14,15,3,1,3,3,1,5,5,1,1,7,816,2,1,2,6,816,0,0,1,0,2,1,4,5,7,0,4,6,2002,4,1,432,6,6,3,0,0,96,0,0,0,4,5,2,0,6,2008,9,5,120500
1155,60,4,0,13700,2,2,1,4,1,5,1,13,3,3,1,6,7,6,1965,1988,2,2,13,14,4,189,4,5,2,5,5,2,1,7,864,2,5,2,6,1820,0,0,1,2,4,1,3,8,7,2,3,2,1965,4,2,492,6,6,3,60,84,0,0,273,0,4,1,2,0,5,2008,9,5,201800
1156,20,4,90,10768,2,2,1,4,1,1,1,25,3,3,1,3,5,8,1976,2004,2,2,10,11,3,1,3,3,2,3,5,2,1,7,1437,2,5,2,6,1437,1,0,2,0,3,1,3,6,7,1,2,2,1976,3,2,528,6,6,3,0,21,0,0,180,0,4,5,2,0,7,2007,9,5,218000
1157,80,4,85,9350,2,2,4,4,1,5,1,13,3,3,1,8,5,8,1965,1999,2,2,4,4,3,1,4,3,3,5,5,2,1,7,1219,2,3,2,6,1265,0,1,2,0,3,1,3,6,7,1,3,2,1965,3,2,502,6,6,3,0,92,0,96,0,0,4,3,2,0,10,2008,9,5,179900
1158,120,4,34,5001,2,2,1,4,1,5,1,16,3,3,4,3,7,5,2007,2008,2,2,13,14,4,109,3,5,3,3,5,4,3,7,1314,2,1,2,6,1314,1,0,2,0,2,1,3,6,7,1,3,2,2008,3,2,626,6,6,3,172,62,0,0,0,0,4,5,2,0,7,2009,9,5,230000
1159,20,4,92,11932,2,2,4,4,1,3,1,21,2,3,1,3,8,5,2007,2008,2,2,13,14,4,124,3,5,3,3,5,4,7,7,1580,2,1,2,6,1580,0,0,2,0,3,1,3,7,7,0,4,2,2008,3,3,830,6,6,3,0,24,0,0,0,0,4,5,2,0,6,2008,3,6,235128
1160,60,4,76,9120,2,2,4,4,1,5,1,17,3,3,1,6,6,6,1974,1974,4,2,7,7,2,178,3,5,2,5,5,4,1,7,901,2,5,2,6,1876,0,0,2,1,4,1,3,8,7,1,6,2,1974,3,2,540,3,6,3,0,69,0,0,0,0,4,5,2,0,7,2008,9,5,185000
1161,160,4,24,2280,2,2,4,4,1,5,1,15,3,3,4,6,6,5,1978,1978,2,2,10,3,3,1,4,5,2,3,5,4,1,7,855,2,2,2,6,1456,0,0,2,1,3,1,4,7,7,1,6,2,1978,4,2,440,6,6,3,26,0,0,0,0,0,4,5,2,0,7,2010,9,5,146000
1162,20,4,0,14778,2,2,1,3,1,2,1,7,5,3,1,3,6,7,1954,2006,4,2,7,7,2,38,3,5,2,5,5,4,2,7,1296,2,1,2,6,1640,1,0,1,0,3,1,3,7,7,1,3,6,1993,4,2,924,6,6,3,108,0,0,216,0,0,4,5,2,0,11,2008,9,5,224000
1163,20,4,109,8724,2,2,4,4,1,5,1,19,3,3,1,3,5,5,1968,1968,2,2,13,14,3,1,4,5,2,3,5,4,2,7,894,2,3,2,6,894,0,0,1,0,3,1,4,5,7,1,5,2,1968,1,2,450,6,6,3,0,0,0,0,0,0,4,5,2,0,5,2007,9,5,129000
1164,90,4,60,12900,2,2,4,4,1,5,1,19,2,3,3,7,4,4,1969,1969,2,2,10,11,3,1,4,5,2,3,5,1,3,7,1198,2,5,2,6,1258,2,0,0,2,0,2,4,6,7,0,4,5,1969,4,2,400,2,6,3,120,0,0,0,0,0,4,5,2,0,1,2008,9,3,108959
1165,80,4,0,16157,2,2,1,4,1,3,1,25,2,3,1,8,5,7,1978,1978,2,2,10,11,3,1,4,5,3,3,5,2,1,6,1360,2,1,2,6,1432,1,0,1,1,2,1,3,5,7,1,6,2,1978,4,2,588,6,6,3,168,180,0,0,0,0,4,5,2,0,6,2007,9,5,194000
1166,20,4,79,9541,2,2,1,4,1,5,1,16,3,3,1,3,7,5,2009,2009,2,2,13,14,4,177,3,5,3,3,5,4,7,7,1502,2,1,2,6,1502,0,0,2,0,3,1,3,7,7,0,4,2,2009,3,2,644,6,6,3,0,114,0,0,0,0,4,5,2,0,9,2009,7,6,233170
1167,20,4,64,10475,2,2,1,4,1,1,1,6,3,3,1,3,8,5,2008,2008,2,2,13,14,4,38,3,5,3,3,5,1,7,7,1694,2,1,2,6,1694,0,0,2,0,3,1,3,7,7,0,4,2,2008,3,3,776,6,6,3,160,33,0,0,0,0,4,5,2,0,2,2010,9,5,245350
1168,60,4,58,10852,2,2,1,4,1,5,1,9,7,3,1,6,6,5,2000,2000,2,2,13,14,3,1,4,5,3,3,5,4,3,7,959,2,1,2,6,1671,1,0,2,1,3,1,4,7,7,1,6,2,2000,1,2,472,6,6,3,0,38,0,0,0,0,4,5,2,0,2,2006,9,5,173000
1169,70,4,120,13728,2,2,4,4,1,1,1,8,3,3,1,6,6,7,1935,1986,4,2,12,13,3,1,4,5,2,5,5,4,6,7,1127,2,1,2,6,2108,0,0,2,0,4,1,3,7,7,2,6,3,1935,4,2,540,6,6,3,0,0,0,0,90,0,4,5,2,0,7,2008,9,5,235000
1170,60,4,118,35760,2,2,1,4,1,2,1,14,3,3,1,6,10,5,1995,1996,4,2,7,7,2,326,3,3,3,1,5,2,3,7,1930,2,1,2,6,3627,1,0,3,1,4,1,3,10,7,1,6,2,1995,1,3,807,6,6,3,361,76,0,0,0,0,4,5,2,0,7,2006,9,5,625000
1171,80,4,76,9880,2,2,4,4,1,5,1,12,3,3,1,8,6,6,1977,1977,2,2,10,11,3,1,4,5,2,5,5,1,1,7,1096,2,5,2,6,1118,1,0,1,0,3,1,4,6,7,1,5,2,1977,1,1,358,6,6,3,203,0,0,0,0,576,3,1,2,0,7,2008,9,5,171000
1172,20,4,76,9120,2,2,4,4,1,5,1,13,3,3,1,3,6,6,1958,1958,4,2,9,9,3,1,4,5,2,5,5,4,1,7,1261,2,1,2,6,1261,1,0,1,0,3,1,4,6,7,1,6,2,1958,3,2,433,6,6,3,0,0,0,0,288,0,4,5,4,1400,11,2008,9,5,163000
1173,160,2,35,4017,2,3,1,4,1,5,1,21,3,3,5,6,7,5,2006,2007,2,2,9,9,3,1,3,5,3,3,5,4,7,7,625,2,1,2,6,1250,0,0,2,1,2,1,3,5,7,0,4,6,2006,1,2,625,6,6,3,0,54,0,0,0,0,4,5,2,0,3,2008,9,5,171900
1174,50,4,138,18030,2,2,1,1,1,5,1,5,3,3,1,1,5,6,1946,1994,2,2,9,9,3,1,4,5,2,5,5,4,6,2,1598,2,5,2,6,3086,0,0,3,0,3,1,1,12,1,1,3,7,0,2,0,0,4,4,3,122,0,0,0,0,0,4,3,2,0,3,2007,9,5,200500
1175,70,4,80,16560,2,2,1,4,1,5,1,7,3,3,1,6,6,8,1932,1950,2,2,14,15,3,1,4,5,1,3,5,4,6,7,952,2,5,2,6,2345,0,0,2,1,4,1,4,9,7,1,3,6,1932,4,2,360,6,6,3,0,0,0,0,0,0,4,5,2,0,7,2006,9,5,239000
1176,50,4,85,10678,2,2,4,4,1,5,1,14,3,3,1,1,8,5,1992,2000,4,2,7,7,2,216,3,5,3,3,5,4,3,7,1683,2,1,2,6,2872,0,0,2,1,4,1,3,9,7,1,6,2,1992,1,2,541,6,6,3,0,33,0,0,0,0,4,5,2,0,4,2007,9,5,285000
1177,20,4,37,6951,2,2,1,4,1,2,1,12,3,3,1,3,5,5,1984,1985,2,2,7,11,3,1,4,5,2,5,5,4,1,7,876,2,5,2,6,923,1,0,1,0,3,1,4,5,7,0,4,2,1984,4,1,264,6,6,3,362,0,0,0,0,0,4,3,2,0,10,2008,9,5,119500
1178,50,5,0,3950,2,1,4,1,1,5,1,18,1,3,1,1,6,8,1926,2004,2,2,9,9,3,1,4,5,2,5,5,4,6,7,818,2,5,2,6,1224,0,0,1,0,3,1,4,5,7,0,4,6,1926,4,1,210,6,6,1,0,0,116,0,0,0,4,5,2,0,12,2009,9,5,115000
1179,50,4,54,7681,2,2,1,4,1,3,1,7,3,3,1,1,5,6,1921,1950,2,2,14,15,3,1,4,5,1,5,5,4,7,7,731,2,1,2,6,1343,0,0,1,1,3,1,4,7,7,1,3,6,1921,4,1,186,2,6,3,192,0,102,0,0,0,4,5,2,0,7,2009,9,5,154900
1180,20,4,77,8335,2,2,4,4,1,1,1,8,3,3,1,3,5,5,1954,1954,2,2,14,15,3,1,4,5,4,4,3,5,5,5,0,2,3,2,6,1124,0,0,1,0,3,1,4,5,4,1,3,7,0,2,0,0,4,4,1,0,36,190,0,0,0,4,5,2,0,4,2006,9,5,93000
1181,60,4,0,11170,2,2,2,4,1,1,1,24,3,3,1,6,7,5,1990,1991,2,2,9,9,3,1,4,5,6,3,5,4,4,7,1216,2,1,2,6,2514,0,0,2,1,4,1,4,8,7,0,4,2,1990,1,2,693,6,6,3,0,0,0,0,0,0,4,1,2,0,4,2006,9,5,250000
1182,120,5,64,5587,2,2,1,2,1,5,2,7,3,3,5,3,8,5,2008,2008,4,2,6,6,4,124,1,5,3,1,5,2,3,7,1600,2,1,2,6,1652,1,1,2,0,2,1,3,5,7,1,3,2,2008,1,2,482,6,6,3,162,53,0,153,0,0,4,5,2,0,11,2008,7,6,392500
1183,60,4,160,15623,2,2,1,4,1,1,1,14,3,3,1,6,10,5,1996,1996,4,2,14,8,3,1,3,5,3,1,5,1,3,7,2396,2,1,2,6,4476,1,0,3,1,4,1,1,10,7,2,6,2,1996,1,3,813,6,6,3,171,78,0,0,0,555,1,3,2,0,7,2007,9,1,745000
1184,30,4,60,10800,2,1,4,4,1,5,1,18,3,3,1,3,5,6,1920,1950,4,2,12,13,3,1,4,5,1,5,5,4,6,7,1120,2,1,2,6,1130,1,0,1,0,2,1,4,5,7,1,3,6,1970,4,2,720,6,6,3,229,0,0,0,0,0,4,5,2,0,6,2006,9,5,120000
1185,20,4,50,35133,1,2,4,4,1,5,2,24,3,3,1,3,5,4,1963,1963,4,2,9,9,2,149,4,5,2,5,5,2,6,7,1572,2,3,2,6,1572,1,0,1,1,3,1,4,5,7,2,6,1,1963,3,3,995,6,6,3,0,263,0,0,263,0,4,5,2,0,5,2007,9,5,186700
1186,50,4,60,9738,2,2,4,4,1,5,1,8,3,3,1,1,5,7,1924,1950,2,2,1,1,3,1,4,3,1,5,5,4,2,7,784,2,3,2,6,1221,1,0,1,0,4,1,4,7,7,0,4,2,1965,4,1,392,6,6,3,0,0,236,0,0,0,4,5,2,0,3,2006,9,5,104900
1187,190,4,107,10615,2,2,1,1,1,1,2,18,1,1,2,6,3,5,1900,1970,2,2,7,7,3,1,4,5,2,2,5,3,2,7,978,2,5,2,6,1699,1,0,2,0,3,2,4,7,7,0,4,5,1920,4,2,420,2,2,3,0,74,0,0,0,0,4,5,2,0,8,2009,9,1,95000
1188,20,4,89,12461,2,2,4,4,1,1,1,14,3,3,1,3,8,5,1994,1995,2,2,8,8,3,1,3,5,3,3,5,4,3,7,1624,2,1,2,6,1624,1,0,2,0,2,1,3,5,7,1,2,2,1994,3,3,757,6,6,3,0,114,192,0,0,0,4,1,2,0,7,2006,9,5,262000
1189,60,4,68,8935,2,2,1,4,1,5,1,6,3,3,1,6,7,5,2002,2002,2,2,13,14,2,53,3,5,3,3,5,4,7,7,831,2,1,2,6,1660,0,0,2,1,3,1,3,7,7,0,4,2,2002,3,2,493,6,6,3,144,68,0,0,0,0,4,5,2,0,7,2009,9,5,195000
1190,60,4,60,7500,2,2,4,4,1,5,1,9,3,3,1,6,7,5,1999,1999,2,2,13,14,3,1,4,5,3,5,5,4,7,7,994,2,3,2,6,1804,0,0,2,1,3,1,3,7,7,1,6,2,1999,1,2,442,6,6,3,140,60,0,0,0,0,4,5,2,0,6,2010,9,5,189000
1191,190,4,0,32463,2,2,4,3,1,5,2,12,3,3,2,3,4,4,1961,1975,2,2,9,9,4,95,4,3,2,5,5,1,2,7,1249,2,1,2,6,1622,1,0,1,0,3,1,4,7,7,1,6,1,1975,1,4,1356,6,6,3,439,0,0,0,0,0,4,5,2,0,3,2007,9,5,168000
1192,160,2,24,2645,2,3,4,4,1,5,1,21,3,3,4,6,8,5,1999,2000,2,2,9,9,2,262,3,5,3,3,5,4,7,7,776,2,1,2,6,1441,0,0,2,1,2,1,3,5,7,0,4,6,1999,4,2,492,6,6,3,206,0,0,0,0,0,4,5,2,0,11,2007,9,5,174000
1193,50,5,60,9600,2,1,4,4,1,5,1,18,3,3,1,1,5,8,1925,1994,3,2,13,14,3,1,4,5,3,5,5,3,7,7,702,2,3,2,6,1472,0,0,1,0,3,1,3,6,7,0,4,6,1925,4,1,250,6,2,2,0,0,84,0,0,0,4,2,2,0,7,2007,9,5,125000
1194,120,5,0,4500,2,2,4,4,1,3,1,12,3,3,5,3,6,5,1999,1999,4,2,13,14,2,249,4,5,3,1,5,4,3,7,1224,2,1,2,6,1224,1,0,2,0,2,1,4,5,7,0,4,2,1999,1,2,402,6,6,3,0,304,0,0,0,0,4,5,2,0,6,2009,9,5,165000
1195,60,4,80,9364,2,2,4,4,1,1,1,19,3,3,1,6,6,7,1969,1969,2,2,7,7,4,89,4,5,2,5,5,4,1,7,663,2,5,2,6,1352,0,0,1,1,4,1,4,7,7,0,4,2,1969,1,1,299,6,6,3,379,36,0,0,0,0,4,3,2,0,3,2010,9,5,158000
1196,60,4,51,8029,2,2,1,4,1,5,1,9,3,3,1,6,6,5,2005,2005,2,2,13,14,3,1,4,5,3,3,5,4,7,7,728,2,1,2,6,1456,0,0,2,1,3,1,3,8,7,0,4,2,2005,1,2,400,6,6,3,100,24,0,0,0,0,4,5,2,0,7,2008,9,5,176000
1197,60,4,58,14054,2,2,1,4,1,5,1,9,3,3,1,6,7,5,2006,2006,2,2,13,14,3,1,3,5,3,3,5,1,7,7,879,2,1,2,6,1863,0,0,2,1,4,1,3,9,7,1,3,4,2006,1,3,660,6,6,3,100,17,0,0,0,0,4,5,2,0,11,2006,7,6,219210
1198,75,5,65,8850,2,2,1,1,1,1,1,18,3,3,1,5,7,6,1916,1950,2,2,9,9,3,1,4,5,1,5,5,4,7,7,815,2,1,2,6,1690,0,0,1,0,3,1,4,7,7,1,3,6,1916,4,1,225,6,6,3,0,0,330,0,0,0,4,5,2,0,7,2006,5,5,144000
1199,20,4,70,9100,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2001,2001,2,2,13,14,3,1,3,5,3,3,5,4,7,7,1212,2,1,2,6,1212,0,0,2,0,3,1,3,6,7,0,4,2,2001,3,2,573,6,6,3,356,0,0,0,0,0,4,5,2,0,6,2009,9,5,178000
1200,20,4,75,11235,2,2,4,4,1,5,1,19,3,3,1,3,4,5,1963,1979,2,2,7,7,2,25,4,5,2,5,5,4,6,7,1051,2,3,2,6,1382,0,0,1,1,3,1,4,6,7,1,5,2,1974,4,2,459,6,6,3,0,82,0,0,0,0,4,5,2,0,10,2006,9,5,148000
1201,20,4,71,9353,2,2,4,4,1,5,1,13,3,3,1,3,4,5,1970,1970,2,2,9,9,3,1,4,5,2,5,5,4,7,7,864,2,3,2,6,864,0,0,1,0,3,1,4,5,7,0,4,2,1972,4,1,280,6,6,3,0,0,0,0,0,0,4,5,4,0,7,2006,8,1,116050
1202,60,4,80,10400,2,2,4,4,1,1,1,6,3,3,1,6,7,5,1998,1998,2,2,13,14,3,1,4,5,3,3,5,1,7,7,866,2,1,2,6,1779,0,0,2,1,3,1,3,6,7,0,4,2,1998,3,2,546,6,6,3,198,36,0,0,0,0,4,5,2,0,3,2009,9,5,197900
1203,50,5,50,6000,2,2,4,4,1,1,1,4,3,3,1,1,5,8,1925,1997,2,2,14,15,3,1,4,5,1,5,5,4,7,7,884,2,1,2,6,1348,1,0,1,0,3,1,4,5,7,1,2,6,1960,4,1,216,6,6,1,0,0,208,0,0,0,4,5,2,0,5,2009,9,5,117000
1204,20,4,75,9750,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2000,2001,2,2,13,14,2,114,3,5,3,3,5,4,7,7,1630,2,1,2,6,1630,0,0,2,0,3,1,3,6,7,1,6,2,2000,4,2,451,6,6,3,74,234,0,0,0,0,4,5,2,0,10,2009,9,5,213000
1205,20,4,78,10140,2,2,4,4,1,5,1,17,3,3,1,3,5,6,1975,1975,2,2,7,7,3,1,4,5,2,3,5,4,1,7,1056,2,1,2,6,1074,1,0,1,1,3,1,4,6,7,0,4,2,1975,3,2,495,6,6,3,0,88,0,0,0,0,4,3,2,0,7,2006,9,5,153500
1206,20,4,90,14684,2,2,1,4,1,2,1,20,3,3,1,3,7,7,1990,1991,4,2,7,7,2,154,3,5,2,3,5,3,1,2,2158,2,3,2,6,2196,0,0,2,0,3,1,3,7,7,1,6,2,1990,3,3,701,6,6,3,84,70,0,0,0,0,4,5,2,0,6,2009,9,5,271900
